Date,Open,High,Low,Close,Adj Close,Volume
2012-08-31,339.790009,342.065186,337.822784,340.331482,340.331482,4281700
2012-09-04,340.063202,340.286774,334.573914,338.319550,338.319550,3803600
2012-09-05,337.802917,341.031921,337.375702,338.160583,338.160583,3438500
2012-09-06,340.763672,347.683655,340.152649,347.440247,347.440247,6126500
2012-09-07,347.738312,353.823730,346.580811,350.793427,350.793427,6507900
2012-09-10,352.586761,354.101898,346.938507,348.120819,348.120819,5153200
2012-09-11,346.724884,348.061188,343.267365,343.858521,343.858521,3771800
2012-09-12,342.477509,345.209747,338.240082,343.207764,343.207764,5318900
2012-09-13,344.305634,352.209229,343.038849,350.738770,350.738770,5352600
2012-09-14,352.507294,354.196289,351.220642,352.547028,352.547028,5270900
2012-09-17,351.767090,354.136688,350.222137,352.696045,352.696045,3036100
2012-09-18,351.603149,357.007996,351.106384,356.819244,356.819244,4160400
2012-09-19,356.431763,361.926025,355.890289,361.399445,361.399445,6236800
2012-09-20,359.894226,363.326904,358.279724,361.707428,361.707428,5852500
2012-09-21,363.739227,365.085480,362.700989,364.623474,364.623474,12800800
2012-09-24,363.138123,372.596619,362.765564,372.268738,372.268738,7173800
2012-09-25,374.091888,379.973633,371.414307,372.159454,372.159454,12195800
2012-09-26,372.502228,378.160431,368.105835,374.295563,374.295563,11419500
2012-09-27,377.519592,378.955261,373.396423,375.805756,375.805756,7913300
2012-09-28,374.638336,377.196686,373.148041,374.812195,374.812195,5603000
2012-10-01,377.072510,380.028290,375.661682,378.428680,378.428680,6377200
2012-10-02,380.127625,380.520081,372.710876,376.049164,376.049164,5616600
2012-10-03,375.418274,379.491760,373.669647,378.786346,378.786346,4445300
2012-10-04,378.910553,382.457489,377.246368,381.543427,381.543427,4940200
2012-10-05,382.864838,384.687988,380.033264,381.344727,381.344727,5507300
2012-10-08,378.041199,379.322876,374.638336,376.471405,376.471405,3942600
2012-10-09,377.380493,378.200165,368.865875,369.640839,369.640839,6045500
2012-10-10,368.533051,371.349731,366.759583,369.874329,369.874329,4106200
2012-10-11,374.017365,376.799286,372.720825,373.311951,373.311951,4798700
2012-10-12,373.495758,374.996002,369.645813,369.968719,369.968719,4839700
2012-10-15,368.572784,369.511688,362.989105,368.095886,368.095886,6077300
2012-10-16,367.673645,371.081482,365.850494,369.943878,369.943878,4143100
2012-10-17,369.571289,375.726257,367.738220,375.304016,375.304016,4615500
2012-10-18,375.328857,377.256317,335.815826,345.254456,345.254456,25046500
2012-10-19,350.510254,351.066650,333.828766,338.692139,338.692139,23113700
2012-10-22,338.304657,340.102966,332.686188,337.142212,337.142212,8163900
2012-10-23,333.833740,341.444244,333.828766,337.976776,337.976776,5871100
2012-10-24,341.180939,341.280304,335.453186,336.461639,336.461639,5025400
2012-10-25,337.802917,338.796448,334.578888,336.690155,336.690155,4833300
2012-10-26,336.064240,339.308136,333.431335,335.393585,335.393585,3927000
2012-10-31,337.733368,338.299683,335.319061,337.951935,337.951935,3093900
2012-11-01,337.554535,343.217712,337.167053,341.573395,341.573395,4126800
2012-11-02,345.150116,345.527679,341.464111,341.737335,341.737335,4678900
2012-11-05,340.038391,341.210754,335.597260,339.273346,339.273346,3292900
2012-11-06,340.525208,341.031921,336.585846,338.657349,338.657349,3186000
2012-11-07,335.319061,336.923645,331.091583,331.404541,331.404541,4493500
2012-11-08,332.934570,333.575409,323.510864,324.037445,324.037445,5227600
2012-11-09,325.209808,332.010590,323.048889,329.372742,329.372742,6268700
2012-11-12,329.730408,332.735870,328.299713,330.798462,330.798462,2830000
2012-11-13,329.357849,331.642975,326.988251,327.395599,327.395599,3209000
2012-11-14,328.195404,328.950500,323.148224,324.166595,324.166595,3358400
2012-11-15,322.899841,327.867523,319.869568,321.538696,321.538696,3721700
2012-11-16,320.907806,324.400085,315.945068,321.498962,321.498962,6920900
2012-11-19,325.731445,332.298706,325.646973,331.946014,331.946014,4767200
2012-11-20,332.591797,336.809387,330.137787,332.820313,332.820313,4204400
2012-11-21,332.333496,332.735870,328.066254,330.783569,330.783569,4251800
2012-11-23,332.820313,332.835236,330.897827,331.826782,331.826782,1856900
2012-11-26,331.066742,331.344910,327.380707,328.438812,328.438812,4437900
2012-11-27,327.951996,335.319061,326.873993,333.187927,333.187927,5049900
2012-11-28,331.846649,340.242065,329.799957,339.626068,339.626068,6123500
2012-11-29,341.667786,344.708008,338.796448,343.709503,343.709503,5589000
2012-11-30,343.421387,347.350830,340.629547,346.928558,346.928558,6368200
2012-12-03,348.851074,350.664276,344.812317,345.378632,345.378632,4413400
2012-12-04,345.254456,345.507813,340.634491,343.282288,343.282288,4009200
2012-12-05,343.838654,345.006073,338.960388,341.687653,341.687653,3749000
2012-12-06,341.573395,345.557495,340.043335,343.331970,343.331970,2943600
2012-12-07,345.254456,346.188385,339.005096,339.894318,339.894318,3863500
2012-12-10,340.480499,343.590271,339.685669,340.495392,340.495392,2751100
2012-12-11,342.770599,348.692108,341.637970,346.188385,346.188385,5410000
2012-12-12,347.355774,349.481964,344.499359,346.526184,346.526184,4883500
2012-12-13,355.646851,355.920074,347.514740,349.079559,349.079559,6934500
2012-12-14,347.325989,351.623016,346.958374,348.711975,348.711975,4287800
2012-12-17,350.470520,358.627472,349.735321,358.061157,358.061157,6110100
2012-12-18,355.984650,362.194275,355.214661,358.205231,358.205231,6048900
2012-12-19,358.026398,359.163971,356.024414,357.728333,357.728333,3862100
2012-12-20,359.293152,359.983643,356.168457,358.846039,358.846039,3335500
2012-12-21,354.678162,357.087494,352.964294,355.502808,355.502808,7097700
2012-12-24,354.946411,355.279236,351.449158,352.457611,352.457611,1692600
2012-12-26,351.747223,354.136688,348.935516,352.144653,352.144653,2380000
2012-12-27,351.285217,352.129730,347.047791,350.862976,350.862976,3316100
2012-12-28,348.577850,351.170959,347.743256,347.743256,347.743256,2822200
2012-12-31,347.738312,352.989136,345.751221,351.404449,351.404449,4020600
2013-01-02,357.385559,361.151062,355.959839,359.288177,359.288177,5115500
2013-01-03,360.122742,363.600128,358.031342,359.496826,359.496826,4666500
2013-01-04,362.313507,368.339294,361.488861,366.600616,366.600616,5562800
2013-01-07,365.348755,367.301056,362.929504,365.001007,365.001007,3332900
2013-01-08,365.393463,365.771027,359.874359,364.280701,364.280701,3373900
2013-01-09,363.769043,366.789398,361.945892,366.675140,366.675140,4075700
2013-01-10,369.014923,370.092896,364.380066,368.344269,368.344269,3695100
2013-01-11,368.602600,368.816193,365.771027,367.604095,367.604095,2587000
2013-01-14,366.118744,368.701935,358.841095,359.288177,359.288177,5765000
2013-01-15,357.340851,365.125214,353.749207,360.122742,360.122742,7906300
2013-01-16,358.865936,359.829651,354.529144,355.284210,355.284210,4073100
2013-01-17,356.536072,357.494843,353.212677,353.361725,353.361725,4451700
2013-01-18,352.884827,354.082031,348.398987,349.978729,349.978729,6495500
2013-01-22,350.053253,350.391052,345.512787,349.164032,349.164032,7634000
2013-01-23,365.617004,372.079987,365.517670,368.354218,368.354218,11895000
2013-01-24,368.225037,375.969666,367.862396,374.668152,374.668152,6809200
2013-01-25,372.959259,376.789337,372.700928,374.399902,374.399902,4480700
2013-01-28,373.451050,375.358643,371.528564,372.939392,372.939392,3275300
2013-01-29,370.962250,376.029297,370.857941,374.404846,374.404846,3516800
2013-01-30,374.434662,378.016357,374.022339,374.479370,374.479370,3488500
2013-01-31,372.830109,376.362122,372.700928,375.403351,375.403351,3289500
2013-02-01,376.650238,385.790802,376.600586,385.294037,385.294037,7540700
2013-02-04,381.364594,382.745605,376.685028,377.057617,377.057617,6120500
2013-02-05,378.105774,383.063538,377.281158,380.395905,380.395905,3765600
2013-02-06,377.082428,383.982574,376.799286,382.596588,382.596588,4183200
2013-02-07,382.363098,386.888672,380.276672,384.474365,384.474365,5717300
2013-02-08,387.544403,390.793274,387.261230,390.147461,390.147461,6079300
2013-02-11,386.684998,388.970123,384.375000,388.682007,388.682007,4363700
2013-02-12,388.349152,391.404297,387.166840,387.827545,387.827545,3742100
2013-02-13,387.544403,390.137543,387.464905,388.900574,388.900574,2411800
2013-02-14,387.345703,391.821564,386.372009,391.364563,391.364563,3493100
2013-02-15,391.155914,394.066986,390.991974,393.883179,393.883179,5495000
2013-02-19,395.423157,400.892578,395.070435,400.818054,400.818054,5901700
2013-02-20,400.048065,401.871216,393.336731,393.669556,393.669556,5564200
2013-02-21,396.421661,400.122589,393.053558,395.194641,395.194641,7058300
2013-02-22,397.047577,398.036163,394.335236,397.271149,397.271149,4134400
2013-02-25,398.557770,401.593018,392.690918,392.830017,392.830017,4637700
2013-02-26,394.931366,395.403290,389.665588,392.512085,392.512085,4433600
2013-02-27,394.832001,399.774841,392.998932,397.305908,397.305908,4078500
2013-02-28,397.961639,400.887604,397.926880,398.011322,398.011322,4561000
2013-03-01,396.322296,400.962128,395.502625,400.490204,400.490204,4379000
2013-03-04,400.048065,408.761414,399.899048,408.095734,408.095734,5587200
2013-03-05,411.786713,417.360474,411.771820,416.590485,416.590485,8140700
2013-03-06,417.797638,419.273041,411.727112,413.003815,413.003815,5783200
2013-03-07,414.335144,415.606873,412.109619,413.609863,413.609863,4132000
2013-03-08,414.553741,414.762360,409.859253,413.073364,413.073364,5861600
2013-03-11,413.157806,417.136932,413.063416,414.712708,414.712708,3210000
2013-03-12,412.670959,413.257172,409.173706,411.130981,411.130981,4042700
2013-03-13,411.275055,412.661041,408.498108,409.988434,409.988434,3303800
2013-03-14,410.822998,410.822998,406.054016,408.115601,408.115601,3323800
2013-03-15,406.605438,407.499603,404.042084,404.518982,404.518982,6239600
2013-03-18,399.899048,403.753967,398.145447,401.285034,401.285034,3700400
2013-03-19,402.998871,406.977997,400.619354,403.038635,403.038635,4223600
2013-03-20,405.775818,406.113617,403.098236,404.722656,404.722656,2946600
2013-03-21,403.023712,405.820526,402.308380,403.008820,403.008820,2974300
2013-03-22,404.737579,404.985962,402.204041,402.536896,402.536896,2995600
2013-03-25,403.580109,406.968079,400.803162,402.204041,402.204041,3446200
2013-03-26,404.121582,404.369965,401.285034,403.585083,403.585083,2399200
2013-03-27,400.733612,400.892578,398.075897,398.736603,398.736603,4354400
2013-03-28,399.397308,400.082855,394.086853,394.528961,394.528961,4605200
2013-04-01,394.936310,398.532928,394.062012,398.006348,398.006348,3638100
2013-04-02,399.670532,404.782288,399.402283,403.893066,403.893066,4109500
2013-04-03,404.101715,404.469330,397.748047,400.495178,400.495178,3499500
2013-04-04,399.526459,400.271606,393.093292,394.966125,394.966125,4926900
2013-04-05,390.490234,390.952240,385.691437,388.994965,388.994965,6912300
2013-04-08,386.858856,387.256256,381.717285,384.921448,384.921448,5700900
2013-04-09,385.244354,389.342712,384.057068,386.312408,386.312408,4342600
2013-04-10,388.930389,393.614929,385.492737,392.536926,392.536926,3982800
2013-04-11,393.878204,393.987488,389.496704,392.641235,392.641235,4083700
2013-04-12,393.436066,393.490723,388.935364,392.472351,392.472351,3294500
2013-04-15,390.435608,395.924896,385.999451,388.438568,388.438568,4938000
2013-04-16,390.753540,395.428131,389.427155,394.121613,394.121613,3506500
2013-04-17,390.833008,392.864807,386.535950,388.751556,388.751556,4100300
2013-04-18,390.137543,390.361084,378.170380,380.480347,380.480347,6688100
2013-04-19,382.094849,399.124084,380.654205,397.350616,397.350616,11681800
2013-04-22,397.713257,399.382416,384.995972,397.469849,397.469849,5804200
2013-04-23,397.911957,405.115112,397.594025,401.339661,401.339661,4614200
2013-04-24,401.444000,406.357025,401.389343,404.096741,404.096741,3681900
2013-04-25,405.487701,405.596985,401.205536,401.935791,401.935791,4010200
2013-04-26,401.190643,401.260193,395.716248,398.120605,398.120605,5007600
2013-04-29,399.029694,408.691864,398.905518,406.883606,406.883606,4631500
2013-04-30,406.853821,411.145905,406.198059,409.620819,409.620819,4643300
2013-05-01,408.970032,409.695313,405.542328,407.564178,407.564178,2928800
2013-05-02,407.400269,414.578552,406.878632,412.124542,412.124542,4062700
2013-05-03,415.775787,420.663971,415.298889,420.127472,420.127472,5057800
2013-05-06,421.389282,428.140350,421.389282,427.991333,427.991333,4310300
2013-05-07,428.716614,429.143829,422.586487,425.845276,425.845276,3943400
2013-05-08,425.731018,434.116486,423.699249,433.992310,433.992310,4968600
2013-05-09,432.606323,436.987823,431.309753,432.924255,432.924255,4429700
2013-05-10,434.826874,437.424957,433.262054,437.270966,437.270966,3820000
2013-05-13,436.605316,438.383728,433.868103,435.929688,435.929688,2915700
2013-05-14,435.914795,441.473633,435.735962,440.683777,440.683777,3179000
2013-05-15,444.856628,455.229187,444.121429,454.985748,454.985748,8023600
2013-05-16,456.530701,457.017548,448.090607,449.014587,449.014587,6460900
2013-05-17,452.069733,453.793518,447.350403,451.652435,451.652435,5620200
2013-05-20,449.575928,457.325531,449.575928,451.329529,451.329529,4574800
2013-05-21,451.076172,452.884430,445.904816,450.554565,450.554565,3991600
2013-05-22,448.363831,451.717010,440.574493,441.836273,441.836273,5154400
2013-05-23,435.666412,442.104523,434.176117,438.542694,438.542694,4579700
